URL,Preparation,Utils
https://tasty.co/recipe/the-fluffiest-vegan-pancakes,"1) In a medium bowl, add the flour, sugar, baking powder, and salt, and stir(0) to combine. 2) In a medium bowl or liquid measuring cup, add almond milk, apple cider vinegar, and vanilla, and stir to combine 3) Pour the liquid mixture into the dry mixture and whisk(1) until smooth. 4) Let batter rest for 5 minutes. 5) Pour about ½ cup( 65 grams) of batter onto a nonstick pan or griddle over medium heat. 6) When the top begins to bubble, flip(2) the pancake and cook until golden. 7) Serve warm with maple syrup. 8) Enjoy! ","['wooden spoon', 'whisk', 'spatula']"
https://tasty.co/recipe/apple-pie-from-scratch,"1) In a medium- sized bowl, add the flour and salt. Mix with fork until combined. 2) Add in cubed butter and break up into flour with a fork. Mixture will still have lumps about the size of small peas. 3) Gradually add the ice water and continue to mix until the dough starts to come together. You may not need all of the water, but if the dough is too dry then add more. The dough should not be very tacky or sticky. 4) Work the dough together with your hands and turn out onto a surface. Work into a ball and cover with cling wrap. Refrigerate. 5) Peel(0) the apples, then core and slice(1). 6) In a bowl, add the sliced apples, sugar, flour, salt, cinnamon, nutmeg, and juice from the lemon. 7) Mix until combined and all apples are coated. Refrigerate. 8) Preheat the oven to 375 ° F( 200 ° C). 9) On a floured surface, cut the pie dough in half and roll(2) out both halves until round and about ⅛-inch( 3 mm) thick. 10) Roll the dough around the rolling pin and unroll onto a pie dish making sure the dough reaches all edges. Trim extra if necessary. 11) Pour in apple filling mixture and pat down. 12) Roll the other half of the dough on top. 13) Trim the extra dough from the edges and pinch the edges to create a crimp. Make sure edges are sealed together. 14) Brush(3) the pie with the beaten(4) egg and sprinkle with the sugar. 15) Cut four slits in the top of the pie to create a vent. 16) Bake pie for 50 - 60 minutes or until the crust is golden brown and no greyish or undercooked pastry remains. 17) Allow to cool completely before slicing. 18) Top with ice cream and serve. 19) Enjoy! ","['peeler', 'knife', 'rolling pin', 'brush', 'whisk']"
https://tasty.co/recipe/libra-tea-blend,"1) In a medium bowl, combine the dried hibiscus flowers, dried cherries, dried orange peel, dried rosehips, and vanilla beans. Mix well. 2) Store in an airtight container for up to 1 month. 3) To brew, steep 1 - 2 teaspoons of the tea blend in 8 ounces( 240ml) of hot water for 5 minutes. Serve warm or over ice. 4) Enjoy! ",[]
https://tasty.co/recipe/veggnog-vegan-eggnog,"1) Soak cashews in water for 30 minutes. Rinse(0), then drain in a colander. 2) Add cashews, coconut milk, maple syrup, water, dates, allspice, vanilla bean seeds, nutmeg, and rum( optional) to a blender. Blend(1) until completely smooth. 3) Refrigerate the mixture until ready to enjoy. Refrigeration will thicken the veggnog. Add more water and blend again for a thinner consistency. 4) Serve chilled with nutmeg, and cinnamon stick. 5) Enjoy! ","['plastic sieve', 'blender']"
https://tasty.co/recipe/grilled-peach-and-blueberry-crumble,"1) Make the filling: In a large bowl, whisk(0) together the sugar, flour, salt, lemon juice and zest, and the vanilla bean seeds. 2) Add the blueberries and peaches and use a spatula to toss until well coated. 3) Transfer the filling to a 10- inch( 25 cm) cast- iron skillet. Refrigerate until ready to top. 4) Make the topping: In a large bowl, whisk together the flour, oats, sugar, salt, cinnamon, and nutmeg. 5) Add the butter and quickly work into the dry ingredients until the butter is broken down into pea- sized pieces. 6) Sprinkle the topping in an even layer over the filling. 7) Preheat the grill to 350 ° F( 180 ° C). 8) Place the cast- iron skillet on the grill and shut the lid. Grill the crumble for about 1½ hours, until the topping is golden brown and the fruit it bubbling. Check after about 1 hour to make sure it is not overcooking. Let cool for 30 minutes before serving. 9) Serve the crumble with ice cream. 10) Enjoy! ",['whisk']
https://tasty.co/recipe/stuffed-french-toast-by-chef-andrea-drummer,"1) Make the French toast: Using a paring knife, make a small slit in the side of each slice of bread, going almost to the other side, but not all the way through. Set aside. 2) In a large pot over medium heat, combine the granulated sugar, heavy cream, and vanilla bean seeds and bring to a simmer. Whisk(0) until the sugar is dissolved and the mixture is warmed through, about 5 minutes. 3) Add the eggs to a large bowl. Slowly a ladleful of the cream mixture and whisk to temper the eggs so they do not scramble. Remove the cream mixture from the heat and slowly stream the egg mixture into the pot, whisking to combine. Let cool to room temperature. 4) Arrange the sliced(1) brioche in a 9 x 13- inch( 19 x 27 cm) baking dish. Pour the cooled custard mixture over the bread. Let soak for at least 1 hour. 5) Preheat the oven to 350 ° F( 180 ° C). 6) Transfer the soaked brioche to a clean 9 x 13- inch( 19 x 27 cm)   baking dish. Bake for 35 - 40 minutes, or until golden brown on top. Remove from the oven and let cool to room temperature. 7) While the toast bakes and cools, make the filling: In a medium bowl, combine the cream cheese, ricotta cheese, and strawberries. Beat with an electric hand mixer on medium speed until fully combined and fluffy. Transfer to a piping bag fitted with a large round tip and chill in the refrigerator until ready to use. 8) Make the macerated strawberries: In a separate medium bowl, combine the strawberries, lemon juice, sugar, and lemon zest. Stir(2) well, then set aside to macerate for 10 minutes. 9) Make the chantilly cream: In a separate medium bowl, combine the heavy cream, sugar, and vanilla. Beat with an electric hand mixer on medium speed until soft peaks form. 10) Pipe the ricotta and cream cheese mixture into the center of each slice of French toast, being careful not to overfill. 11) Top each slice of French toast with a generous sprinkle of turbinado sugar. Brûlée the sugar with a kitchen torch until melted and golden brown. 12) Add the blueberries and maple syrup to the macerated strawberries and stir to combine. 13) Garnish each slice of brûléed French toast with a spoonful of the berry mixture, a dollop of chantilly cream, and a mint leaf. Serve immediately. 14) Enjoy! ","['whisk', 'knife', 'wooden spoon']"
https://tasty.co/recipe/blueberry-and-almond-instant-oatmeal,"1) Add the instant oatmeal, freeze- dried blueberries, almonds, chia seeds, vanilla bean, and sugar into a mason jar. 2) Store in a cool, dry place for up to a month. 3) To prepare, pour boiling water or milk over oats. Stir(0) to combine and let sit for 3 minutes. 4) Serve with slivered almonds and fresh blueberries. 5) Enjoy! ",['wooden spoon']
https://tasty.co/recipe/dairy-free-vanilla-bean-panna-cotta,"1) Add the cashews to a medium bowl. Pour in enough warm water to completely cover the cashews, then soak for at least 2 hours, or overnight. Drain(0). 2) Grease 4 4- ounce ramekins with coconut oil and set aside. 3) Add the cashews to a blender with the water and a pinch of salt. Blend(1) on high speed for 2 minutes, or until very creamy. 4) In a medium saucepan over medium- low heat, combine the cashew cream, sugar, and vanilla bean seeds. Warm slowly, stirring(2) occasionally, until the sugar is dissolved and the mixture is simmering. 5) Add the agar agar to the hot water and stir until there are no lumps and the agar agar is fully dissolved. 6) Pour the agar mixture into the warm cashew cream and whisk(3) to combine. Increase the heat to medium, bring to a gentle boil, and whisk continuously for 3 minutes, until thickened. Remove the cream from the heat and immediately divide between the greased ramekins. Smooth the tops. 7) Refrigerate for at least 30 minutes, or until ready to serve.( The agar will set at room temperature, but chilling the panna cotta in the fridge will expedite the process.) 8) When ready to serve, use an offset spatula or butter knife to carefully work around the edges of the ramekins to loosen the panna cotta. Invert onto serving plates and garnish with fresh berries. 9) Enjoy! ","['plastic sieve', 'blender', 'wooden spoon', 'whisk']"
https://tasty.co/recipe/froyo-cookie-sandwiches,"1) Preheat the oven to 375 ̊F/190 ̊C. 2) Combine the Greek yogurt, honey, and vanilla in a bowl. Transfer to a freezer- safe container and freeze for 2 hours, or until consistency is thick and creamy but still scoopable. 3) Add the rolled oats to a bowl of a food processor and pulse until it becomes a flour- like consistency. 4) Combine coconut oil, honey, vanilla, and egg in a large bowl. Add in oats, baking soda, and a pinch of salt and mix until thoroughly incorporated. Fold in chocolate chips. 5. Using an ice cream scoop or a tablespoon, form 8 balls of cookie dough and place onto a baking sheet lined with parchment paper. 5) Using your hands or the back of a spoon, press down firmly on each ball to form a cookie shape. Bake for 8 - 10 minutes, or until golden brown on the edges. 6) Let cool for about 10 minutes. While the cookies are cooling, you may want to remove ice cream from the freezer and let sit out to soften. 7) Flip cookies over so the flat sides are facing up. Add one scoop of frozen yogurt to 4 of the cookies. Use the remaining 4 cookies to form sandwiches by placing on top of the ice cream scoop and pressing down very gently to slowly spread out the ice cream. Feel free to use a spoon to smooth out the ice cream instead. 8) Freeze for 1 hour, or to your liking. 9) Serve and enjoy! ",[]
https://tasty.co/recipe/blueberry-almond-instant-oatmeal,"1) Add the instant oatmeal, freeze- dried blueberries, almonds, vanilla bean, chia seeds, and sugar into a mason jar. 2) Store in a cool, dry place for up to a month. 3) To prepare, pour boiling water or milk over oats. Stir(0) to combine and let sit for 3 minutes. 4) Serve with slivered almonds and fresh blueberries. 5) Enjoy! ",['wooden spoon']
https://tasty.co/recipe/kaiserschmarren-by-wolfgang-puck,"1) Position a rack in the center of the oven. Preheat the oven to 425 ° F( 220 ° C). 2) Separate egg yolk and egg whites into 2 bowls. 3) Meanwhile, put the raisins and rum in a small bowl and steep for about 10 minutes. 4) Put the crème fraîche, ½ cup sugar( 100 G), egg yolks, raisins, and 1 tablespoon of the rum in a mixing bowl. Whisk(0) until blended(1). Stir(2) in the flour. 5) Put the egg whites in a large, clean mixing bowl. Add the cream of tartar and salt. With a hand- held electric mixer on medium speed, beat until thick and foamy. Then, still beating, gradually add 1 cup( 200 G) of sugar. Continue beating until soft peaks form when the beaters are lifted out. 6) Drop a large scoop of the meringue onto the egg yolk batter. With a flexible rubber spatula, gently fold the whites into the batter to lighten it. Scoop(3) the remaining meringue over the batter and gently fold it in. 7) Coat a medium ovenproof skillet with the butter. Sprinkle in sugar and shake and rotate to coat the butter. Tap out any excess. 8) Gently scrape the batter into the prepared skillet. Smooth the top. Bake in the preheated oven until puffed, golden brown on top, and springy to a gentle touch at its center, 10 to 12 minutes. 9) While the batter bakes, in a nonreactive skillet stir together the berries, lemon juice, ¼ cup( 50 G) sugar, orange juice and zest, vanilla, and star anise. Cook over medium- low heat, stirring to help the sugar dissolve and mashing a few of the berries to help thicken the sauce. 10) Divide the compote among serving plates. With a large serving spoon, scoop up large dollops of the Kaiserschmarren, distributing them evenly on top of the compote. Dust generously with confectioners sugar. Serve immediately. 11) Enjoy! ","['whisk', 'blender', 'wooden spoon', 'scoop']"
https://tasty.co/recipe/apple-cinnamon-instant-oatmeal,"1) Add the instant oatmeal, freeze- dried apples, pecans, cinnamon, vanilla bean, and sugar into a mason jar. 2) Store in a cool, dry place for up to a month. 3) To prepare, pour boiling water or milk over oats. Stir(0) to combine and let sit for 3 minutes. 4) Serve with fresh chopped(1) apples. Enjoy! ","['wooden spoon', 'knife']"
https://tasty.co/recipe/the-best-vegan-vanilla-ice-cream,"1) Place the cashews in a large bowl. Add enough room- temperature water to cover the cashews. Cover the bowl with a kitchen towel and soak overnight. 2) Place the bowl of an ice cream machine in the freezer overnight. 3) Add the cashews and soaking water to a blender. Blend(0), starting on low speed and increasing to high until smooth and frothy, about 40 seconds. Strain(1) into a large bowl through a fine- mesh sieve or cheesecloth. 4) Reserve 1 cup( 240 ml) of cashew milk for the ice cream and store the rest in the refrigerator for up to a week for another use. 5) In a small saucepan over medium heat, combine the water and sugar and cook, stirring constantly, until the mixture is clear, about 2 minutes. Whisk(2) in the cocoa butter, coconut oil, and salt. Remove the pan from the heat and set aside. 6) In a blender, combine the cashew milk and coconut milk. Blend on low speed. With the blender running, pour in the sugar mixture to emulsify. Continue until well- blended, about 2 minutes. 7) Pour the mixture into a large metal bowl and mix in the vanilla extract. Scrape in the seeds from the vanilla bean and whisk to combine. 8) Chill the base in the refrigerator for 1 hour. 9) Add the chilled base to the ice cream maker and churn for 1 hour, or as long as the machine requires, until thick and creamy. 10) Transfer the ice cream to a loaf pan and freeze overnight. 11) Scoop(3) and serve immediately. 12) Enjoy! ","['blender', 'plastic sieve', 'whisk', 'scoop']"
https://tasty.co/recipe/banana-bread-instant-oatmeal,"1) Add the instant oatmeal, freeze- dried bananas, walnuts, vanilla bean, and sugar into a mason jar. 2) Store in a cool, dry place for up to a month. 3) To prepare, pour boiling water or milk over oats. Stir(0) to combine and let sit for 3 minutes. 4) Serve with walnuts and fresh sliced(1) bananas. Enjoy! ","['wooden spoon', 'knife']"
https://tasty.co/recipe/earl-grey-blackberry-cake,"1) Preheat the oven to 375 ° F( 190 ° C). Grease 3 8- inch( 20 cm) round cake pans with nonstick spray and line the bottoms with parchment paper. 2) Make the cake: In a small pot over medium heat, combine the milk and 2 tablespoons of Earl Grey tea. Bring to a simmer, then remove from the heat, cover, and set aside to steep for at least 30 minutes, up to 1 hour. 3) Strain(0) the steeped milk through a fine- mesh sieve into a medium bowl and discard the tea leaves. Let cool to room temperature. 4) In a large bowl, beat(1) the butter with an electric hand mixer until pale and fluffy, 2 - 3 minutes. Add the honey and beat to combine. Add the eggs, 1 at a time, beating to incorporate before adding the next. The mixture will look curdled at this point, but will come together. Sift(2) in half of the flour, the baking powder, baking soda, and salt and beat just until combined. Add the steeped milk and beat to incorporate. Sift in the remaining flour and beat until just combined. Add the vanilla bean seeds and remaining tablespoon of Earl Grey tea and beat to incorporate. The batter will be relatively thick. 5) Divide the batter evenly between the prepared pans and smooth the tops with an offset spatula. 6) Bake the cakes for 20 - 25 minutes, until golden brown and a toothpick inserted into the center comes out clean. Transfer the cakes to a wire rack to cool for 5 - 10 minutes, until safe to handle. Turn the cakes out of the pans and let cool completely on the wire rack, 25 - 30 minutes. 7) Make the frosting: In a small food processor, blend(3) the blackberries into a smooth puree, about 30 seconds. Strain the blackberry puree through a fine- mesh sieve into a medium bowl, using a rubber spatula to push the mixture through. Discard the seeds and set the puree aside. 8) In a large bowl, cream the butter with an electric hand mixer until pale and fluffy, 2 - 3 minutes. Mix in the vanilla. Sift in the powdered sugar, 1 cup( 120 G) at a time, and beat to incorporate. Mix in the blackberry puree. 9) Assemble the cake: Place the cardboard round on the cake turntable. Spread a dab of frosting in the middle and center 1 of the cakes on the round. Using an offset spatula, spread about 1 cup( 115 G) of frosting evenly over the top of the cake. Spread evenly into a layer about ½-inch( 1 ¼ cm) thick. Arrange half of the halved blackberries, cut(4) sides down, on top of the frosting, pressing down gently into the frosting. Place another cake layer on top and repeat frosting with another cup of frosting and filling with the remaining halved blackberries. 10) Top with the remaining cake layer. Dollop 1 - 1½ cups( 115 G) of frosting on top. Using the offset spatula, spread the frosting in an even layer across the top, starting from the center and working toward the outer edge. Cover the sides of the cake with more frosting, working from top to bottom down the sides. Remove and reserve any excess frosting. Holding a bench scraper against the side of the cake, slowly spin the turntable to help spread the frosting into a thin“ naked” layer. Remove excess frosting from the bench scraper as necessary. Use the offset spatula to add more frosting to the sides to cover up any particularly bare spots and to smooth out the top and edges of the cake. Refrigerate cake for 20 minutes, until the frosting is set. 11) Pile the whole and halved blackberries in the center of the cake and decorate with the edible flowers. Sprinkle lightly with loose Earl Grey tea leaves. 12) Slice and serve. 13) Enjoy! ","['plastic sieve', 'whisk', 'metal sieve', 'blender', 'knife']"
https://tasty.co/recipe/healthier-froyo-cookie-sandwiches,"1) Preheat oven to 375˚F( 190˚C.) 2) Combine the Greek yogurt, honey, and vanilla in a bowl. Transfer to a freezer- safe container and freeze for 2 hours, or until consistency is thick and creamy but still scoopable. 3) Add the rolled oats to a bowl of a food processor and pulse until it becomes a flour- like consistency. 4) Combine coconut oil, honey, vanilla, and egg in a large bowl. Add in oats, baking soda, and a pinch of salt and mix until thoroughly incorporated. Fold in chocolate chips. 5) Using an ice cream scoop or a tablespoon, form 8 balls of cookie dough and place onto a baking sheet lined with parchment paper. 6) Using your hands or the back of a spoon, press down firmly on each ball to form a cookie shape. Bake for 8 - 10 minutes, or until golden brown on the edges. 7) Let cool for about 10 minutes. While the cookies are cooling, you may want to remove ice cream from the freezer and let sit out to soften. 8) Flip cookies over so the flat sides are facing up. Add one scoop of frozen yogurt to 4 of the cookies. Use the remaining 4 cookies to form sandwiches by placing on top of the ice cream scoop and pressing down very gently to slowly spread out the ice cream. Feel free to use a spoon to smooth out the ice cream instead. 9) Freeze for 1 hour, or to your liking. 10) Enjoy! ",[]
https://tasty.co/recipe/strawberries-and-cream-souffle,"1) Preheat the oven to 400˚F( 200˚C) 2) Prepare an ice bath and place a strainer over a medium bowl. Set nearby. 3) Make the crème anglaise: In a small saucepan, heat the milk, heavy cream, ¼ cup( 50 g) of sugar, and the vanilla bean pod over medium heat for 2 - 3 minutes, until it begins to steam. Remove the pan from the heat. 4) In a medium bowl, combine the egg yolks, remaining ¼ cup( 50 g) of sugar, and the salt and whisk(0) together. Continue whisking and ladle(1) in the milk mixture. Once combined, return the saucepan to medium heat, begin to whisk the milk mixture, and slowly pour in the egg mixture. 5) Cook the custard, continuously whisking to ensure the egg yolks do n’t cook on the bottom, for about 5 minutes, until it coats the the back of a spoon. 6) Set the bowl with the strainer in the ice bath and strain(2) the creme into the bowl. Whisk until cooled, about 5 minutes. Cover and refrigerate until ready to serve. 7) Add the strawberries, 2 tablespoons of sugar, and the lemon juice to a small saucepan. Cook over medium heat for about 5 minutes, stirring(3) occasionally, until the strawberries are softened but still vibrant red. Remove the pan from the heat. 8) Strain the strawberry mixture through a fine- mesh sieve into a medium bowl. Use a spatula to press the berries through, making a strawberry puree. Discard the pulp and set the puree in the refrigerator to cool. 9) Set 6 ramekins on a baking sheet and coat the insides with the softened butter. Sprinkle 2 tablespoons of sugar among the ramekins and shake each to coat the bottom and sides with sugar. 10) Add the egg whites, cream of tartar, and salt to a large bowl. Using an electric hand mixer, beat the whites on medium- high speed until foamy. Add the remaining⅓ cup( 65 g) of sugar in small increments, continuing to beat until the whites are stiff and glossy. 11) Using a spatula, carefully fold in the strawberry puree. 12) Fill each ramekin with the strawberry- egg white mixture and level off the tops with a butter knife. Run a clean thumb around the inside edge of each ramekin to allow the soufflés to rise properly. 13) Bake the soufflés for 10 - 12 minutes, until the tops are light brown. Avoid opening the oven prematurely, so the soufflés do n’t fall. 14) Serve the soufflés immediately with the crème anglaise poured over the top. 15) Enjoy! ","['whisk', 'ladle', 'plastic sieve', 'wooden spoon']"
https://tasty.co/recipe/croquembouche,"1) In a pot, heat the milk and vanilla bean pod and seeds over medium heat, bringing it to a boil. Once it begins to boil, turn off the heat and let steep for 15 minutes. 2) Using a hand mixer, beat(0) the egg yolks and sugar until light and fluffy, about 2 minutes. 3) Add the cornstarch and mix until fully incorporated. 4) Remove the vanilla bean pod from the milk. Add ½ cup( 120 ml) of the milk to the egg yolk mixture and mix until well combined. Add the remaining milk mixture and beat until fully incorporated. 5) Over medium heat, whisk the mixture constantly until thickened, about 7 - 10 minutes. 6) Remove from the heat and add the butter, whisking to combine. 7) Strain(1) the custard into a bowl to ensure a creamy custard( optional). Cover the custard with plastic wrap, making sure that the plastic touches the custard, and chill for at least 2 hour. 8) Preheat oven to 425˚F( 220˚C). 9) In a large pot, bring the water, butter, salt, and sugar to a boil over high heat. 10) Once the water begins to boil, remove the pot from the heat and immediately add the flour, stirring constantly with a wooden spoon until the liquid is absorbed and the mixture begins to form a ball. 11) Return the pot to the heat and cook for another 30 seconds to remove excess moisture. Remove the pot from the heat. 12) Working quickly, add the eggs, one at a time, stirring(2) until fully incorporated. Continue stirring until the dough starts to pull away from the sides of the pan and is thick and glossy. Alternatively, you can use a stand mixer with the paddle attachment. 13) Using a piping bag with a standard round tip, fill the bag with the batter. 14) Place 1- inch( 2 cm) dollops on a parchment paper- lined baking sheet, spaced at least 1- inch( 2 cm) apart. 15) Use a wet fingertip to gently press down any points on the puffs. Brush(3) the egg wash over the the puffs. 16) Bake for 15 minutes. Reduce heat to 375˚F( 190˚C), and bake for 15 minutes. 17) Let puffs cool completely. 18) Use the bottom of a wooden skewer to create an opening in the bottom of the cream puff shells, just big enough for a piping tip to insert. 19) Fill a piping bag fitting with a small round tip with the custard. Gently fill the puff shells with the custard. 20) Add the sugar, corn syrup, and water to a pan over medium heat. Bring to a boil and put the lid on, cooking for 5 minutes without moving. Remove the lid and cook for an additional 7 - 10 minutes, until the caramel is a deep amber color and reaches 300˚F( 150˚C). 21) Remove the pan from the heat and add the heavy cream, stirring vigorously. 22) Working quickly, dip the cream puffs into the caramel and arrange on a serving platter in a circular pattern. 23) Continue to stack caramel- dipped cream puffs in a tower shape. 24) Once your tower is completed, dip a fork into the caramel sauce and drizzle it around the tower. 25) Enjoy! ","['whisk', 'plastic sieve', 'wooden spoon', 'brush']"
https://tasty.co/recipe/vanilla-bean-blended-drink,1) Put all ingredients into a blender and mix until smooth. 2) Serve in a glass and garnish with toppings( optional). 3) Enjoy! ,[]
https://tasty.co/recipe/classic-creamy-cheesecake,"1) Preheat the oven to 350˚F( 180˚C). Grease a 10- inch( 25 cm) springform pan with nonstick spray. Line the inside edges of the pan with parchment paper. 2) In the bowl of a food processor, combine the graham crackers, 1 tablespoon of sugar, and the melted butter. Pulse to combine until the texture is similar to wet sand. 3) Press the graham cracker crumbs into the prepared pan, using a measuring cup to compact in even layer. 4) Bake for 8 - 10 minutes, until golden brown. Transfer to a wire rack and let cool to room temperature. 5) Once cool, line the sides of the springform pan with parchment paper. 6) In a large bowl, combine the cream cheese, remaining 2 cups( 400 G) of sugar, and the salt. Using an electric hand mixer, blend(0) until well- combined and fluffy. 7) Add the heavy cream and beat(1) to incorporate. 8) Add the sour cream, flour, salt, and vanilla bean seeds, and beat to combine. 9) Add the eggs, 1 at a time, and mix until fully combined, making sure not to over- beat. The mixture should be smooth and creamy. 10) Pour the cream cheese mixture into the cooled crust. 11) Wrap the outside of the springform pan tightly with foil and place the pan in a large baking dish. Fill the dish with 1 inch( 2 cm) of boiling water. 12) Gently transfer the baking dish to the oven and bake for 1 hour. 13) Without opening the oven door, turn off the heat and let the cheesecake rest for 1 hour. 14) Remove the springform pan from the baking dish and unwrap the foil. Run a paring knife gently around the outside of the cheesecake to loosen it from the sides of the pan. 15) Cover the pan with plastic wrap and transfer to the refrigerator overnight. 16) Remove the cheesecake from the refrigerator and release the springform pan. Remove the parchment paper lining. 17) Top with fresh berries, if desired. 18) Dip a knife into hot water for clean slices, then slice(2) and serve. 19) Enjoy! ","['blender', 'whisk', 'knife']"
https://tasty.co/recipe/5-minute-microwave-cheesecake,"1) Melt the butter in a small microwaveable ramekin. Tilt the ramekin to coat the sides. 2) Crush the graham crackers into fine crumbs, then add to the ramekin with the butter and mix well. With a spoon, press the crust evenly against the bottom of the dish. 3) In a small bowl, combine the cream cheese, sugar, and vanilla, stirring(0) until there are no lumps. 4) Spread the filling on top of the graham cracker crust. 5) Microwave for at least 4 minutes, 45 seconds at a time, at half power. Make sure the cheesecake does not bubble over the sides of the ramekin. 6) Chill in the freezer for at least 30 minutes, until completely cool to the touch. 7) With a knife, loosen the edges of the cheesecake, then invert onto a plate, or eat straight from the dish. 8) Top with a few raspberries. 9) Enjoy! ",['wooden spoon']
https://tasty.co/recipe/baked-churro-bites,"1) Preheat oven to 350 ° F( 180˚C). 2) In a saucepan over medium heat, melt the butter and brown sugar in the water and bring to a boil. 3) Turn off the heat and stir(0) in the flour. 4) Take the pot off of the heat source, and mix in the vanilla, then the eggs one at a time. 5) Transfer mixture to a piping bag with a 5 point, or star, tip. 6) Pipe out thick 3- inch( 8 cm) strips of churro batter onto a baking sheet covered with parchment, using a knife to release each piece from the piping tip, if needed. 7) Bake for 10 minutes, then broil until golden brown. 8) Dredge each churro in melted butter, then cinnamon sugar. 9) Serve with melted chocolate if desired. 10) Enjoy! ",['wooden spoon']
https://tasty.co/recipe/microwave-chocolate-chip-cookie,"1) Add 2 tbsp butter, 1 tbsp brown sugar, 1 tbsp sugar, ¼ tsp baking powder,⅛ tsp salt and ¼ tsp vanilla in a bowl and mix. 2) Next, add 3 tbsp flour and 2 tbsp chocolate chips and mix thoroughly. Transfer the mix to a microwave- friendly bowl and heat for 60 seconds. Top with ice cream. 3) Enjoy! ",[]
https://tasty.co/recipe/strawberry-cream-cheese-bites,"1) Place the strawberries in a blender and blend(0) until pureed. 2) Add the vanilla extract, coconut oil, and softened cream cheese, and blend until the texture is silky smooth. 3) Line a 12- cup muffin with liners( we used silicone liners) or grease with coconut oil. Divide the mixture between the cups. 4) Freeze for 2 hours or until solid. 5) Store in the freezer. 6) Enjoy! ",['blender']
https://tasty.co/recipe/classic-glazed-donuts,"1) In a medium bowl, add the milk, sugar, and yeast, stirring to combine. 2) In a separate medium bowl, add the butter, eggs, and vanilla extract, stirring to combine. 3) Add the milk mixture to the egg mixture and whisk(0) to combine. Transfer to a large bowl and add the flour in thirds, stirring(1) between each addition. 4) Dump the dough onto a lightly floured surface and knead for 5 minutes, until smooth. Gently poke the dough with a finger-- the dough should bounce back up from the indentation. 5) Place the dough in a large bowl, and lightly coat the dough with oil. Cover the bowl with plastic wrap. 6) Let the dough rise in a warm place for an hour, or until doubled in size. 7) Take the dough out and knead on a floured surface for 5 minutes until smooth. Place the dough in an oiled bowl and repeat with rise overnight in refrigerator. 8) Roll(2) out the dough on a floured surface until ¼ inch( 6 mm) thick. 9) Cut out the doughnuts and donut holes with a cookie cutter and piping tip. 10) Melt enough shortening over medium heat to come up just 2 inches( 5 cm) up on the side of a heavy frying pan. Heat the shortening to 375 ° F( 190 ° C) 11) Fry the donuts and donut holes for 45 seconds on each side, or until golden brown. 12) In a bowl, combine the powdered sugar, dry milk powder, vanilla extract and hot water until smooth. 13) Strain(3) the glaze through a fine- mesh sieve to remove any lumps. 14) Dunk the donuts in the glaze or drizzle the glaze on top. 15) Enjoy! ","['whisk', 'wooden spoon', 'rolling pin', 'plastic sieve']"
https://tasty.co/recipe/birthday-cake-mug-cake,"1) In a 12- ounce( 375 ml) or larger mug, mix all ingredients until just combined. 2) Microwave on high for 90 seconds to 2 minutes, watching to make sure it does n’t spill over( depending on the size of the mug). 3) Let cool one minute before eating. Top with whipped(0) topping and sprinkles( optional). 4) Enjoy! ",['whisk']
https://tasty.co/recipe/chocolate-hazelnut-mug-cake,"1) In a 12- ounce( 375 ml) mug or larger, mix all ingredients( except the chocolate hazelnut spread) until just combined. 2) Once combined, spoon the chocolate hazelnut spread on top of the batter. 3) Microwave on high for 90 seconds to 2 minutes, watching to make sure it does n’t spill over( depending on the size of the mug). 4) Let cool one minute before eating. Top with additional chocolate hazelnut spread and powdered sugar( optional). 5) Enjoy! ",[]
https://tasty.co/recipe/watermelon-salad-with-fresh-herbs,"1) Using a sharp knife, cut(0) off the top and bottom of the watermelon to reveal the red flesh and create flat surfaces on both sides. Stand the watermelon upright, and slice off the remaining peel so only the red core remains. 2) Cut the watermelon into roughly 1- inch( 2- cm) cubes and transfer to a large bowl. 3) In a medium pot over high heat, bring the balsamic vinegar to a boil and reduce until roughly ¼ cup( 60 ml) remains and the vinegar has thickened significantly, about 10 minutes. Remove the pot from the heat and set aside to cool. 4) Arrange the watermelon cubes on a plate or place in a large bowl. 5) Arrange the red onion, mint leaves, drops of balsamic reduction, basil, and thyme decoratively over the watermelon. Or, if using a bowl, toss the watermelon, onion, and herbs together, then drizzle with balsamic reduction. 6) Enjoy! ",['knife']
https://tasty.co/recipe/watermelon-lime-sangria-ice-pops,"1) In a blender, combine the watermelon, wine, lime juice, simple syrup, and rum and blend(0) until smooth. 2) Pour the mixture into the ice pop molds, seal with the lids, and add the ice pop sticks. 3) Freeze until solid, at least 4 hours, or overnight. 4) Carefully remove the ice pops from the molds. 5) Enjoy! ",['blender']
https://tasty.co/recipe/watermelon-dessert-pizza,"1) Cut(0) a ripe watermelon into round discs about 1- 2 inches( 2 - 5 cm) thick. 2) Scoop(1) the coconut cream into a bowl. Use a mixer to whip(2) the cream until it reaches a soft consistency. 3) Cut 3 - 4 strawberries into thin slices. Set aside. 4) Peel and cut 2 - 3 kiwis into thin slices. Set aside. 5) Remove pit and cut 2 - 3 apricot into thin slices. Set aside. 6) Spread the mixed coconut cream around the top of the watermelon disc. 7) Place the cut strawberries, kiwis and apricot slices on top of the coconut cream. 8) Add in blueberries, coconut flakes and granola. 9) Sprinkle a few sprigs of mint across the top the dessert. Slice and serve. 10) Enjoy! ","['knife', 'scoop', 'whisk']"
